GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US39035134100,39035134100,"Census Tract 1341, Cuyahoga County, Ohio",551,81,56141,8987,76.2,9.3,60349,6097,16.9,9.4,40737,4040,0.0,5.3,-,**,2.4,2.5,-,**,0.0,5.3,-,**,0.0,5.3,-,**,4.5,4.4,-,**,1.1,1.7,-,**,75.1,9.5,60174,6729,5.1,3.4,46500,17046,32.1,9.1,60368,9965,46.3,8.8,61010,12221,16.5,5.4,34464,9592,312,63,60640,3510,33.7,10.4,57639,7262,66.3,10.4,61875,13319,66.3,11.3,69712,18265,25.6,10.1,33833,16083,8.0,6.4,17404,76071,239,70,47750,12805,56.5,15.7,42218,25550,44.8,16.9,41089,5884,11.7,11.2,-,**,43.5,15.7,50333,17098,35.6,15.6,50542,42597,7.9,6.4,46250,15944,25.0,(X),(X),(X),23.7,(X),(X),(X),26.8,(X),(X),(X)
1400000US39035134203,39035134203,"Census Tract 1342.03, Cuyahoga County, Ohio",1196,89,79630,9255,95.3,2.8,78426,8429,2.7,2.3,124000,12334,0.0,2.5,-,**,0.9,1.4,-,**,0.0,2.5,-,**,0.0,2.5,-,**,1.1,1.4,-,**,0.3,0.6,-,**,95.3,2.8,78426,8429,0.7,1.2,-,**,41.6,3.7,84531,18864,39.9,3.2,91797,15591,17.9,3.3,41136,22999,866,96,90938,12969,44.9,6.6,96750,7811,55.1,6.6,82721,9881,82.6,7.1,95583,7423,15.6,6.9,62198,11394,1.8,1.7,49375,158372,330,81,39839,17532,46.4,13.8,26741,11940,35.2,10.8,25089,4370,11.2,10.1,90156,113419,53.6,13.8,57625,23985,40.3,13.2,44531,21471,13.3,8.9,70469,13407,18.7,(X),(X),(X),16.5,(X),(X),(X),24.5,(X),(X),(X)
1400000US39035134204,39035134204,"Census Tract 1342.04, Cuyahoga County, Ohio",1934,126,39432,4229,93.8,4.5,40651,5375,4.7,3.8,16959,36407,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.5,2.3,-,**,0.0,1.5,-,**,93.8,4.5,40651,5375,5.4,3.9,21250,19206,23.8,5.1,49659,17453,46.2,6.0,46900,17608,24.6,4.6,22375,10618,851,113,68135,8604,40.1,10.1,75398,23038,59.9,10.1,64894,7570,66.0,13.3,83086,13830,20.8,11.4,26518,26100,13.2,7.1,42344,38092,1083,171,28552,6337,54.8,12.5,28824,6611,50.8,12.6,28015,8916,4.1,3.8,71196,11170,45.2,12.5,27188,12846,32.9,11.0,20204,6942,12.3,9.0,43818,16251,31.0,(X),(X),(X),32.0,(X),(X),(X),29.2,(X),(X),(X)
1400000US39035134205,39035134205,"Census Tract 1342.05, Cuyahoga County, Ohio",1071,82,73958,4850,95.6,2.6,73523,5395,2.8,2.4,95682,17692,0.0,2.8,-,**,0.5,0.9,-,**,0.0,2.8,-,**,1.1,1.6,-,**,0.0,2.8,-,**,3.5,2.6,67813,23274,93.8,3.3,73883,5282,0.0,2.8,-,**,28.9,4.7,72188,21701,42.9,5.9,82194,3515,28.2,5.0,50000,30784,772,81,74545,3158,31.0,6.9,75281,11164,69.0,6.9,74263,3972,84.6,7.6,76037,4353,13.2,7.1,58036,3186,2.2,2.5,-,**,299,87,44943,26686,54.2,17.1,42115,45975,50.8,17.4,41635,32406,3.3,5.5,-,**,45.8,17.1,48125,33627,29.4,16.3,42708,5694,16.4,11.9,114844,147291,23.9,(X),(X),(X),27.7,(X),(X),(X),14.0,(X),(X),(X)
1400000US39035134206,39035134206,"Census Tract 1342.06, Cuyahoga County, Ohio",1290,100,47328,11191,94.2,3.2,46336,9651,2.3,2.2,78333,61789,0.0,2.3,-,**,2.4,2.5,121964,168477,0.0,2.3,-,**,0.0,2.3,-,**,1.1,1.2,-,**,0.0,2.3,-,**,94.2,3.2,46336,9651,2.0,2.4,-,**,34.4,5.3,41381,5143,38.1,7.1,72961,15311,25.5,6.6,39028,17871,745,74,69280,9451,36.4,6.3,63672,37010,63.6,6.3,69924,16027,72.5,7.9,76818,4680,23.5,8.0,34803,20441,4.0,4.6,23056,12053,545,103,37025,5994,63.9,13.4,37778,20372,54.9,13.7,28188,16005,9.0,6.6,52279,53598,36.1,13.4,36975,5469,31.2,13.2,36970,7083,5.0,5.6,-,**,16.9,(X),(X),(X),17.2,(X),(X),(X),16.5,(X),(X),(X)
1400000US39035134300,39035134300,"Census Tract 1343, Cuyahoga County, Ohio",1106,117,53134,6887,91.1,5.5,52649,6887,8.9,5.5,107574,77873,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,1.2,2.1,-,**,90.0,5.2,52277,7582,3.3,4.1,-,**,16.5,8.0,44375,22434,52.4,9.1,67188,23959,27.9,4.8,34135,14768,591,96,77279,13841,43.1,11.0,58984,32970,56.9,11.0,89500,18360,86.3,8.1,81023,9534,9.0,6.5,36875,28209,4.7,4.9,-,**,515,137,30739,13223,41.0,12.5,23869,8790,30.9,11.4,26806,14545,10.1,8.8,12167,27806,59.0,12.5,37500,22626,55.5,12.5,32750,22253,3.5,4.0,-,**,15.7,(X),(X),(X),16.2,(X),(X),(X),14.0,(X),(X),(X)
1400000US39035135103,39035135103,"Census Tract 1351.03, Cuyahoga County, Ohio",1055,72,61303,10015,97.4,2.5,61064,7875,0.9,1.4,-,**,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,1.7,2.0,-,**,0.9,1.4,-,**,97.4,2.5,61064,7875,1.5,1.7,-,**,25.0,4.4,86250,42320,39.0,5.1,98875,42021,34.5,5.1,36071,16543,613,77,87361,22605,20.9,7.0,103750,93531,79.1,7.0,82188,17812,70.5,10.9,102292,46200,18.6,9.5,75962,36640,10.9,7.1,57188,18367,442,99,31354,6174,61.1,12.3,29286,12803,59.0,12.4,28482,10049,2.0,3.2,-,**,38.9,12.3,32500,6231,35.1,12.2,31250,4431,3.8,4.4,-,**,17.1,(X),(X),(X),19.7,(X),(X),(X),13.3,(X),(X),(X)
1400000US39035135104,39035135104,"Census Tract 1351.04, Cuyahoga County, Ohio",1482,74,111364,15651,97.9,1.6,109784,15238,0.7,1.1,-,**,0.0,2.0,-,**,1.3,1.1,151250,208382,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.5,0.9,-,**,97.4,1.7,110341,15530,0.0,2.0,-,**,15.7,3.4,123952,15912,54.0,4.6,120417,20591,30.4,4.4,85234,35543,1208,90,121307,6301,42.1,5.4,126364,23289,57.9,5.4,113750,15989,92.1,4.8,121335,5606,4.2,3.1,86417,37934,3.6,3.9,-,**,274,87,45313,22310,46.7,16.7,28750,17932,44.2,16.5,27875,16927,2.6,4.1,-,**,53.3,16.7,76346,31425,40.9,16.1,62500,62946,12.4,10.7,100833,40406,26.9,(X),(X),(X),31.2,(X),(X),(X),8.0,(X),(X),(X)
1400000US39035135105,39035135105,"Census Tract 1351.05, Cuyahoga County, Ohio",2214,88,85208,19435,95.9,2.8,83269,18519,0.0,1.3,-,**,0.0,1.3,-,**,4.1,2.8,131522,1867,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,95.9,2.8,83269,18519,0.0,1.3,-,**,25.5,5.3,95859,59674,48.7,5.5,106174,15011,25.7,4.1,57667,25724,1535,123,112125,26708,43.2,5.6,134931,32259,56.8,5.6,97321,26914,83.4,6.1,132250,9765,12.0,4.8,48667,14911,4.6,4.4,49517,35993,679,141,44250,24217,58.2,15.2,40804,28798,56.3,15.4,40603,32926,1.9,3.2,-,**,41.8,15.2,61607,31240,39.5,14.9,60179,31699,2.4,3.8,-,**,23.4,(X),(X),(X),24.8,(X),(X),(X),18.6,(X),(X),(X)
1400000US39035135106,39035135106,"Census Tract 1351.06, Cuyahoga County, Ohio",527,37,86094,21201,100.0,5.5,86094,21201,0.0,5.5,-,**,0.0,5.5,-,**,0.0,5.5,-,**,0.0,5.5,-,**,0.0,5.5,-,**,0.0,5.5,-,**,0.0,5.5,-,**,100.0,5.5,86094,21201,0.0,5.5,-,**,20.5,6.2,108571,106132,40.4,9.0,135288,38418,39.1,7.9,52059,17562,380,57,113370,21331,36.6,7.3,143264,25728,63.4,7.3,89861,45519,86.3,7.7,120893,26899,12.4,8.2,44205,26596,1.3,2.0,-,**,147,57,75729,44491,23.8,17.9,31964,16159,23.8,17.9,31964,16159,0.0,18.4,-,**,76.2,17.9,80833,11749,47.6,21.1,63750,42655,28.6,20.6,81944,37298,20.9,(X),(X),(X),17.6,(X),(X),(X),29.3,(X),(X),(X)
1400000US39035136101,39035136101,"Census Tract 1361.01, Cuyahoga County, Ohio",2756,146,61964,18161,90.9,4.3,60714,17665,1.1,1.3,-,**,0.4,0.7,-,**,5.4,3.3,88098,12998,0.0,1.1,-,**,0.5,0.8,-,**,1.7,1.9,-,**,1.1,1.2,-,**,90.9,4.3,60714,17665,0.9,1.0,-,**,27.5,4.6,70951,6701,50.0,5.4,80840,12078,21.6,4.1,38374,7629,1537,140,88169,9596,42.0,7.4,96480,18106,58.0,7.4,85160,20625,86.3,6.7,92686,10833,7.9,4.9,40609,7632,5.8,4.3,86979,159682,1219,174,39102,3971,56.9,11.1,30862,13063,51.1,10.9,24837,12048,5.8,4.9,57865,9368,43.1,11.1,49886,9857,36.5,11.0,46953,13310,6.6,4.4,67813,22251,28.2,(X),(X),(X),21.9,(X),(X),(X),32.9,(X),(X),(X)
1400000US39035136102,39035136102,"Census Tract 1361.02, Cuyahoga County, Ohio",2792,149,89375,18386,89.3,3.5,92047,11440,4.9,2.9,50638,8468,0.0,1.1,-,**,5.8,2.2,92750,113636,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,1.0,1.3,-,**,88.3,3.7,91422,13121,2.3,1.7,25100,12724,34.3,4.0,94083,31040,40.4,4.0,109458,20651,23.0,2.5,53929,10168,1892,136,99479,21128,42.7,5.9,115333,24131,57.3,5.9,96827,9370,89.6,4.7,112782,10830,8.7,4.1,49886,7850,1.7,2.0,-,**,900,180,46696,13614,51.0,10.7,45223,13501,41.9,10.5,42708,17223,9.1,5.9,92616,20525,49.0,10.7,51250,58331,36.2,10.0,48269,33137,12.8,8.4,145250,180520,15.5,(X),(X),(X),17.1,(X),(X),(X),12.2,(X),(X),(X)
1400000US39035136103,39035136103,"Census Tract 1361.03, Cuyahoga County, Ohio",2133,105,77173,6664,97.3,1.9,76520,5534,0.0,1.4,-,**,0.0,1.4,-,**,1.6,1.5,163482,103213,0.0,1.4,-,**,0.0,1.4,-,**,1.1,1.2,-,**,0.0,1.4,-,**,97.3,1.9,76520,5534,0.0,1.4,-,**,22.7,5.1,107994,20825,52.9,5.5,87464,20590,24.3,3.1,37736,9147,1620,130,86184,16204,37.3,5.6,99449,19849,62.7,5.6,78864,9703,77.2,6.2,107297,15562,16.5,6.0,37788,12928,6.3,4.4,63081,4164,513,141,37945,3994,68.6,10.7,37879,8854,56.7,13.0,29519,15986,11.9,9.3,86641,46978,31.4,10.7,38029,7512,29.4,10.6,37548,6264,1.9,3.2,-,**,16.6,(X),(X),(X),19.4,(X),(X),(X),7.8,(X),(X),(X)
1400000US39035137101,39035137101,"Census Tract 1371.01, Cuyahoga County, Ohio",1169,75,39409,3452,79.9,7.7,40431,3892,14.1,7.6,19107,48494,0.0,2.5,-,**,3.3,2.5,39167,115791,0.0,2.5,-,**,0.0,2.5,-,**,2.7,3.2,-,**,6.4,4.3,40958,6625,74.2,7.1,40223,7602,3.3,3.0,35234,47813,33.5,7.2,38860,3302,37.7,7.2,53094,3908,25.4,3.7,21520,8128,554,92,49464,11398,33.2,11.2,50667,25764,66.8,11.2,47308,12688,60.3,15.3,51136,17765,29.4,13.9,38359,14215,10.3,7.4,75573,33313,615,104,33309,10035,53.5,12.0,21553,6937,52.0,11.7,21212,5418,1.5,2.2,-,**,46.5,12.0,43750,12984,34.8,11.1,41000,13414,11.7,7.4,48654,38614,19.6,(X),(X),(X),22.4,(X),(X),(X),17.1,(X),(X),(X)
1400000US39035137102,39035137102,"Census Tract 1371.02, Cuyahoga County, Ohio",1889,101,42776,6033,85.4,6.7,41071,7155,6.6,5.6,75179,38592,0.0,1.6,-,**,1.5,1.7,-,**,0.0,1.6,-,**,6.1,3.9,24375,10502,0.4,0.6,-,**,9.0,3.8,23947,5928,82.5,6.8,41913,5884,1.1,1.6,-,**,32.3,4.8,44160,3844,41.0,4.8,48300,11446,25.6,4.4,32125,8127,1149,105,46548,4668,36.1,7.4,33875,20572,63.9,7.4,49563,8689,63.7,9.0,49405,7838,21.5,7.3,24704,11469,14.8,7.8,62750,33760,740,135,26042,7331,49.1,14.4,22434,3625,42.0,13.8,21750,1962,7.0,7.3,58712,13800,50.9,14.4,40341,15953,47.2,13.7,40114,14307,3.8,4.2,-,**,27.2,(X),(X),(X),21.4,(X),(X),(X),36.1,(X),(X),(X)
1400000US39035137103,39035137103,"Census Tract 1371.03, Cuyahoga County, Ohio",1777,97,42898,5121,86.0,4.9,44280,9465,3.4,3.7,39020,10437,0.8,0.9,-,**,5.4,2.5,32778,35531,0.0,1.7,-,**,4.4,2.6,24244,48061,0.0,1.7,-,**,7.0,2.2,60917,34883,83.4,4.6,43654,9007,0.5,0.9,-,**,29.6,4.9,58438,20136,34.0,5.2,62554,9372,35.8,3.5,32008,3783,1158,113,51481,9859,33.3,5.4,49750,24081,66.7,5.4,51574,10088,81.6,6.2,57465,10615,14.3,5.6,31818,34154,4.1,3.1,34583,11680,619,137,35875,7622,42.2,10.7,33417,11224,37.0,10.3,26705,12464,5.2,4.5,68889,22667,57.8,10.7,38207,10127,50.6,11.5,38288,10462,7.3,7.4,19844,65030,20.4,(X),(X),(X),21.9,(X),(X),(X),17.4,(X),(X),(X)
1400000US39035138105,39035138105,"Census Tract 1381.05, Cuyahoga County, Ohio",538,57,44722,9677,71.2,10.7,48346,8424,25.7,10.7,26563,58394,0.0,5.4,-,**,1.1,1.7,-,**,0.0,5.4,-,**,0.0,5.4,-,**,2.0,2.9,-,**,6.7,7.7,-,**,64.5,11.6,49669,7554,6.3,6.0,17000,127050,39.2,10.4,47614,47225,34.9,9.8,44674,17821,19.5,7.4,47772,10548,316,54,44318,9237,44.9,14.2,36406,21234,55.1,14.2,49167,11912,54.4,15.3,50000,35115,35.1,16.1,36914,11294,10.4,10.5,"2,500-",***,222,72,35682,8827,37.4,19.3,34609,7094,30.2,18.5,34141,8138,7.2,7.9,-,**,62.6,19.3,38750,31892,49.5,17.2,17000,50381,13.1,11.4,51750,205692,14.5,(X),(X),(X),18.7,(X),(X),(X),8.6,(X),(X),(X)
1400000US39035138106,39035138106,"Census Tract 1381.06, Cuyahoga County, Ohio",1272,57,57353,13183,97.2,2.0,59063,13746,0.9,1.1,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,1.3,1.4,-,**,0.6,0.8,-,**,4.6,4.2,19697,35147,93.4,4.4,61554,10224,0.7,1.1,-,**,35.1,6.4,66815,6255,41.8,5.9,65625,11028,22.3,3.1,45000,8112,829,89,66161,4531,37.6,6.2,63542,5612,62.4,6.2,70170,12889,71.5,7.8,71042,18745,17.9,7.0,43636,33335,10.6,5.2,73250,16640,443,105,40257,10532,51.2,12.8,41287,15016,41.3,13.7,40404,18200,9.9,10.7,88036,56784,48.8,12.8,36000,17163,41.1,12.8,31842,13206,7.7,8.8,-,**,24.5,(X),(X),(X),22.3,(X),(X),(X),28.7,(X),(X),(X)
1400000US39035138107,39035138107,"Census Tract 1381.07, Cuyahoga County, Ohio",776,44,48750,8919,97.7,2.9,50700,8599,2.3,2.9,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,1.9,2.0,-,**,95.7,3.5,49688,9430,0.0,3.8,-,**,26.0,4.6,61528,20841,43.2,5.4,52279,8574,30.8,4.8,36146,7309,576,55,62593,7112,34.0,5.7,69167,19367,66.0,5.7,55469,10685,62.2,11.1,71818,15909,30.0,10.1,54196,18307,7.8,5.1,37768,3356,200,57,22619,3309,67.0,14.3,21818,3562,67.0,14.3,21818,3562,0.0,13.9,-,**,33.0,14.3,24688,10590,26.0,13.3,27917,9548,7.0,7.2,-,**,33.6,(X),(X),(X),38.7,(X),(X),(X),15.5,(X),(X),(X)
1400000US39035138108,39035138108,"Census Tract 1381.08, Cuyahoga County, Ohio",1552,67,50313,6262,96.7,3.1,50391,6214,0.5,0.8,-,**,0.0,1.9,-,**,0.5,0.8,-,**,0.0,1.9,-,**,0.6,0.8,-,**,1.7,2.7,-,**,0.5,0.8,-,**,96.7,3.1,50391,6214,2.6,2.9,-,**,20.8,5.5,69413,2628,37.2,7.0,60550,10566,39.4,6.1,31540,3121,1054,110,60365,7680,39.2,6.8,66809,5420,60.8,6.8,52235,4338,78.4,7.6,61823,7520,18.0,7.3,52143,18976,3.6,3.6,49762,12977,498,105,30046,4867,52.2,13.6,22012,6875,47.2,13.7,21250,4133,5.0,7.5,-,**,47.8,13.6,32778,2115,39.8,14.4,32944,2075,8.0,7.7,"2,500-",***,31.5,(X),(X),(X),30.6,(X),(X),(X),33.3,(X),(X),(X)
1400000US39035138109,39035138109,"Census Tract 1381.09, Cuyahoga County, Ohio",1859,83,43285,5204,94.4,2.8,43634,5581,3.1,2.0,32250,9463,1.8,2.0,-,**,0.7,1.1,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,1.0,1.2,-,**,94.0,2.9,43430,5564,4.7,3.1,30521,20509,22.5,3.4,64191,17043,34.2,3.9,49808,20039,38.6,4.0,31250,8672,1049,106,51838,16361,32.7,6.6,62574,31051,67.3,6.6,49632,13627,71.2,8.3,62552,14054,21.1,7.4,40313,7283,7.7,4.3,72639,23941,810,129,33293,6981,54.6,9.3,40263,15269,45.7,10.5,30900,9559,8.9,6.3,47250,6435,45.4,9.3,31625,9418,42.5,9.6,30125,10031,3.0,2.8,61875,209357,23.7,(X),(X),(X),25.3,(X),(X),(X),21.7,(X),(X),(X)
1400000US39035138110,39035138110,"Census Tract 1381.10, Cuyahoga County, Ohio",1673,75,52091,4923,95.9,2.7,50938,4949,1.0,1.2,-,**,0.0,1.8,-,**,2.6,2.4,59837,49674,0.0,1.8,-,**,0.0,1.8,-,**,0.5,0.7,-,**,1.9,1.8,107578,176615,94.1,3.2,50913,4956,0.0,1.8,-,**,26.8,4.8,54656,24864,37.0,4.4,68472,14871,36.2,4.8,39193,5213,1141,71,65905,10852,38.3,6.1,74861,30090,61.7,6.1,59773,13363,74.6,7.1,71674,9033,18.0,6.2,44770,9955,7.4,4.7,100043,148590,532,85,23587,6057,66.7,10.4,22240,5171,63.5,10.5,21354,4954,3.2,3.7,-,**,33.3,10.4,29236,14206,29.9,10.2,27986,14296,3.4,3.7,-,**,24.1,(X),(X),(X),22.0,(X),(X),(X),27.4,(X),(X),(X)
1400000US39035140100,39035140100,"Census Tract 1401, Cuyahoga County, Ohio",623,46,59375,21128,15.4,7.8,60000,12205,84.6,7.8,49563,37120,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,15.4,7.8,60000,12205,3.0,4.7,-,**,29.5,7.3,66250,12817,35.2,8.2,85515,21628,32.3,5.1,40625,15236,393,60,66906,13322,49.9,10.6,66979,15205,50.1,10.6,66797,38459,53.2,15.1,76458,16876,40.2,12.9,39500,25071,6.6,6.2,42045,113149,230,62,39643,13758,68.7,15.0,41250,31399,66.5,15.2,39107,23206,2.2,4.2,-,**,31.3,15.0,27292,33270,31.3,15.0,27292,33270,0.0,12.2,-,**,28.6,(X),(X),(X),33.6,(X),(X),(X),20.0,(X),(X),(X)
1400000US39035140301,39035140301,"Census Tract 1403.01, Cuyahoga County, Ohio",931,86,38545,6256,6.2,3.8,7266,55193,90.4,5.9,39672,9482,0.5,0.9,-,**,0.3,0.9,-,**,0.0,3.2,-,**,0.0,3.2,-,**,2.5,3.4,-,**,0.0,3.2,-,**,6.2,3.8,7266,55193,1.3,1.5,-,**,27.9,8.8,25721,3411,46.4,8.7,50714,13385,24.4,6.5,45739,9519,616,92,42143,10142,29.1,7.2,15655,14559,70.9,7.2,51726,6750,42.5,12.6,60750,18875,53.1,12.3,33092,19631,4.4,4.3,37250,8147,315,88,28313,5776,47.6,15.9,29875,37756,44.1,15.6,29813,33240,3.5,4.3,-,**,52.4,15.9,26899,7207,50.8,15.8,27019,7882,1.6,2.6,-,**,32.5,(X),(X),(X),36.0,(X),(X),(X),25.7,(X),(X),(X)
1400000US39035140302,39035140302,"Census Tract 1403.02, Cuyahoga County, Ohio",1063,82,41369,13898,45.2,7.0,36964,3362,47.4,8.3,52800,14047,0.0,2.8,-,**,2.1,2.4,-,**,0.0,2.8,-,**,0.0,2.8,-,**,5.3,5.3,"2,500-",***,0.0,2.8,-,**,45.2,7.0,36964,3362,2.4,2.6,-,**,29.3,6.5,38510,7492,39.1,5.8,85263,8555,29.3,4.7,27469,6186,663,78,55536,31142,36.2,10.8,24327,26560,63.8,10.8,76612,17542,56.9,10.5,86356,9254,37.6,10.5,35913,25253,5.6,4.6,53750,4221,400,93,26188,4698,60.3,11.7,25195,7391,60.3,11.7,25195,7391,0.0,7.2,-,**,39.8,11.7,41518,39559,30.8,11.2,17188,33083,9.0,7.9,93571,31628,35.2,(X),(X),(X),36.2,(X),(X),(X),24.8,(X),(X),(X)
1400000US39035140400,39035140400,"Census Tract 1404, Cuyahoga County, Ohio",1365,94,44830,8225,40.4,6.2,44561,9932,57.4,6.4,44609,10911,0.0,2.2,-,**,0.8,0.9,-,**,0.0,2.2,-,**,0.0,2.2,-,**,1.4,1.7,-,**,0.5,0.8,-,**,39.9,6.0,44408,9458,0.4,0.8,-,**,34.5,7.7,44583,17107,41.7,9.2,43750,7287,23.4,5.8,48438,14070,824,79,57041,16991,41.0,9.2,53421,31996,59.0,9.2,62083,15360,70.9,9.2,76100,22144,29.1,9.2,42045,8158,0.0,3.6,-,**,541,103,30250,9493,65.8,15.4,34375,12056,60.6,14.3,32045,15387,5.2,5.8,-,**,34.2,15.4,26250,7860,29.6,14.8,25449,14836,4.6,6.1,-,**,32.5,(X),(X),(X),40.8,(X),(X),(X),19.8,(X),(X),(X)
1400000US39035140500,39035140500,"Census Tract 1405, Cuyahoga County, Ohio",1461,80,39388,17417,38.6,7.1,50787,13297,54.4,6.8,38849,20873,0.0,2.0,-,**,2.3,2.8,-,**,0.0,2.0,-,**,0.0,2.0,-,**,4.7,3.5,11659,4842,0.4,0.7,-,**,38.6,7.1,50787,13297,3.4,4.5,-,**,37.6,6.7,43333,20498,39.0,7.0,39839,57712,19.9,3.9,32734,9760,803,121,52422,9588,53.9,10.6,53640,13210,46.1,10.6,51402,19923,47.4,13.6,52482,10109,48.2,14.1,36750,41575,4.4,5.1,-,**,658,128,30472,5545,51.4,10.3,29333,7866,46.4,10.1,28708,9542,5.0,4.6,60375,30628,48.6,10.3,31286,12386,34.3,12.0,27917,13524,14.3,10.2,39355,25974,37.1,(X),(X),(X),43.2,(X),(X),(X),29.6,(X),(X),(X)
1400000US39035140600,39035140600,"Census Tract 1406, Cuyahoga County, Ohio",410,51,52500,25712,49.5,10.0,75139,19056,36.6,9.1,46154,21378,0.0,7.1,-,**,0.5,1.1,-,**,0.0,7.1,-,**,1.5,2.3,-,**,12.0,11.5,11750,52966,11.2,11.5,11643,29947,49.5,10.0,75139,19056,1.0,1.5,-,**,35.4,11.4,68672,17663,47.6,13.8,45817,20581,16.1,7.3,53750,46649,308,51,50417,25614,38.6,12.3,52292,38615,61.4,12.3,47011,27939,36.4,12.3,103750,18303,61.7,12.4,31957,21657,1.9,3.1,-,**,102,47,58750,71555,34.3,23.3,35250,38283,21.6,19.4,11250,21721,12.7,13.6,-,**,65.7,23.3,83250,47683,41.2,25.4,20625,122194,24.5,22.1,83750,6527,25.9,(X),(X),(X),26.6,(X),(X),(X),23.5,(X),(X),(X)
1400000US39035140701,39035140701,"Census Tract 1407.01, Cuyahoga County, Ohio",968,101,30142,13778,31.7,6.4,57589,17873,61.6,7.1,21300,11408,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,6.7,5.7,14531,47261,2.2,3.1,-,**,30.1,7.2,53750,14824,3.3,3.0,25000,25844,32.9,8.3,21100,22081,48.9,8.9,32466,28358,15.0,6.6,45694,25636,609,104,45417,31732,49.4,13.1,20850,8726,50.6,13.1,65536,24887,56.0,11.4,65804,30084,36.8,10.6,20700,10227,7.2,5.9,9333,83964,359,110,18264,17954,68.8,16.0,19931,19474,59.3,14.8,17625,18586,9.5,8.2,34545,72589,31.2,16.0,9688,46320,24.0,16.3,9167,33285,7.2,6.4,54286,156086,33.7,(X),(X),(X),50.9,(X),(X),(X),4.5,(X),(X),(X)
